,trackid,artistname,tracknumber,duration,artistid,tracktitle,releasetitle,releaseid,spotify,spotify_ret
101,123493,Bond,2,191,155005,Explosive,Explosive - The Best of Bond,12140,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1crphtLmE5qben7biopmp3'}, 'name': 'Lose Yourself', 'uri': 'spotify:track:1crphtLmE5qben7biopmp3'}",True
102,124975,Alphaville,6,228,6123,Forever Young,Forever Young,12285,"{'external_urls': {'spotify': 'https://open.spotify.com/track/56bHclo7YNvpujMveLElQn'}, 'name': 'Forever Young', 'uri': 'spotify:track:56bHclo7YNvpujMveLElQn'}",True
103,125132,Madonna,7,262,6051,Dear Jessie,Like A Prayer,12296,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7CF1huK3rloG4qZhp9ruor'}, 'name': 'Dear Yessie', 'uri': 'spotify:track:7CF1huK3rloG4qZhp9ruor'}",True
104,125156,America,8,187,4841,Muskrat Love,The Complete Greatest Hits,12298,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7tKyXCUKLNmPCXQey1mElL'}, 'name': 'Muskrat Love', 'uri': 'spotify:track:7tKyXCUKLNmPCXQey1mElL'}",True
105,125997,Extremoduro,2,243,5653,La vereda de la puerta de atras,"Yo, Minoria Absoluta",12345,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4kJP8Z888wREJ8bRMWNMuk'}, 'name': 'La vereda de la puerta de atrás', 'uri': 'spotify:track:4kJP8Z888wREJ8bRMWNMuk'}",True
106,126768,Project Pitchfork,12,266,5480,I Live Your Dream,Eon:Eon,12396,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1VUr0XVecojNvAR5O86zfj'}, 'name': 'I Live Your Dream', 'uri': 'spotify:track:1VUr0XVecojNvAR5O86zfj'}",True
107,129667,Bread,2,188,4072,Everything I Own,Best Of Bread,12584,"{'external_urls': {'spotify': 'https://open.spotify.com/track/52VIdyKqp1pJRSyUQaxKUA'}, 'name': 'Everything I Own', 'uri': 'spotify:track:52VIdyKqp1pJRSyUQaxKUA'}",True
108,130730,Vangelis,2,347,6309,Blush Response,Blade Runner,12661,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0cSnUM2fNEx4pAkNfWpdkU'}, 'name': 'Blush Response', 'uri': 'spotify:track:0cSnUM2fNEx4pAkNfWpdkU'}",True
109,130735,Vangelis,7,534,6309,Blade Runner Blues,Blade Runner,12661,"{'external_urls': {'spotify': 'https://open.spotify.com/track/575blCgesVtCu0HEYaIcas'}, 'name': 'Blade Runner Blues', 'uri': 'spotify:track:575blCgesVtCu0HEYaIcas'}",True
110,132033,Prince,9,226,4691,Kiss,The Very Best Of Prince,12760,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6'}, 'name': 'One Kiss (with Dua Lipa)', 'uri': 'spotify:track:7ef4DlsgrMEH11cDZd32M6'}",True
111,132205,Red Hot Chili Peppers,1,273,1283,Under The Bridge,Greatest Hits,12773,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0'}, 'name': 'Under The Bridge', 'uri': 'spotify:track:3d9DChrdc6BOeFsbrZ3Is0'}",True
112,142435,Daddy Yankee,1,195,8862,Gasolina,Gasolina,13683,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6jEZLz3YpnEBRpVkv35AmP'}, 'name': 'Gasolina', 'uri': 'spotify:track:6jEZLz3YpnEBRpVkv35AmP'}",True
113,143791,Stevie Wonder,2,302,66,Heaven Is 10 Zillion Light Years Away,Fulfillingness' First Finale,13832,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2jEikvInB6SoZtJe13QdtN'}, 'name': 'Heaven Is 10 Zillion Light Years Away', 'uri': 'spotify:track:2jEikvInB6SoZtJe13QdtN'}",True
114,143808,Stevie Wonder,9,254,66,Summer Soft,Songs In The Key Of Life,13833,"{'external_urls': {'spotify': 'https://open.spotify.com/track/045VjJtC3bbiIOYtgDdW1E'}, 'name': 'Summer Soft', 'uri': 'spotify:track:045VjJtC3bbiIOYtgDdW1E'}",True
115,143810,Stevie Wonder,201,394,66,Isn't She Lovely,Songs In The Key Of Life,13833,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0VFKMaDnEAmi90P9dOwtyz'}, 'name': ""Isn't She Lovely"", 'uri': 'spotify:track:0VFKMaDnEAmi90P9dOwtyz'}",True
116,143887,Bob Marley &amp; The Wailers,1,214,159,Positive Vibration,Rastaman Vibration,13840,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2eHOlLD5glnSYlfWXYGTbd'}, 'name': 'Positive Vibration', 'uri': 'spotify:track:2eHOlLD5glnSYlfWXYGTbd'}",True
117,144176,Kraftwerk,203,272,983,Metal On Metal (Live),Minimum - Maximum,13862,"{'external_urls': {'spotify': 'https://open.spotify.com/track/019bmUwZqRSPV0F9Ow4icq'}, 'name': 'Metal Crüe - Live @ Wacken 2015', 'uri': 'spotify:track:019bmUwZqRSPV0F9Ow4icq'}",True
118,146639,B.B. King,7,383,136,"Worry, Worry",Live At The Regal,14203,"{'external_urls': {'spotify': 'https://open.spotify.com/track/507tQXutCPYNFkpOq8tmKF'}, 'name': ""Don't Worry Bout Me"", 'uri': 'spotify:track:507tQXutCPYNFkpOq8tmKF'}",True
119,146845,Shania Twain,5,246,1062,I Won't Leave You Lonely,Come On Over,14217,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1duv1TxQLmY2DuXdilI18Y'}, 'name': ""I Won't Leave You Lonely"", 'uri': 'spotify:track:1duv1TxQLmY2DuXdilI18Y'}",True
120,147097,Barry White,1,205,1429,"You're The First, The Last, My Everything",Barry White - The Collection,14238,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3rqXP37YkEnizabzjM7uIu'}, 'name': ""You're The First, The Last, My Everything"", 'uri': 'spotify:track:3rqXP37YkEnizabzjM7uIu'}",True
121,147099,Barry White,3,243,1429,"Can't Get Enough Of Your Love, Babe",Barry White - The Collection,14238,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3mWpUEBYnv9SIFWfixSJFx'}, 'name': ""Can't Get Enough Of Your Love, Babe"", 'uri': 'spotify:track:3mWpUEBYnv9SIFWfixSJFx'}",True
122,147100,Barry White,4,250,1429,I'll Do For You Anything You Want Me To,Barry White - The Collection,14238,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3TczXatqWyGigAwK5lRy5g'}, 'name': ""I'll Do For You Anything You Want Me To - Single Version"", 'uri': 'spotify:track:3TczXatqWyGigAwK5lRy5g'}",True
123,147171,The Cure,8,423,258,Hot Hot Hot!!!,Mixed Up,14245,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN'}, 'name': 'Mr. Brightside', 'uri': 'spotify:track:7oK9VyNzrYvRFo7nQEYkWN'}",True
124,147220,Johnny Cash,4,235,1448,Bridge Over Troubled Water,American IV: The Man Comes Around,14249,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6l8EbYRtQMgKOyc1gcDHF9'}, 'name': 'Bridge Over Troubled Water', 'uri': 'spotify:track:6l8EbYRtQMgKOyc1gcDHF9'}",True
125,147736,No Doubt,13,262,154,Don't Speak,The Singles Collection,14285,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS'}, 'name': ""Don't Speak"", 'uri': 'spotify:track:6urCAbunOQI4bLhmGpX7iS'}",True
126,147847,No Doubt,10,263,154,Don't Speak,Tragic Kingdom,14294,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS'}, 'name': ""Don't Speak"", 'uri': 'spotify:track:6urCAbunOQI4bLhmGpX7iS'}",True
127,147878,Eminem,4,227,262,Brain Damage,The Slim Shady LP,14297,"{'external_urls': {'spotify': 'https://open.spotify.com/track/05uGBKRCuePsf43Hfm0JwX'}, 'name': 'Brain Damage', 'uri': 'spotify:track:05uGBKRCuePsf43Hfm0JwX'}",True
128,147889,Eminem,15,243,262,Just Don't Give A Fuck,The Slim Shady LP,14297,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2MEvYNn2tRvFDAucAtAKVq'}, 'name': ""Just Don't Give A Fuck"", 'uri': 'spotify:track:2MEvYNn2tRvFDAucAtAKVq'}",True
129,148013,Eminem,3,404,262,Stan,The Marshall Mathers LP,14305,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz'}, 'name': 'Stan', 'uri': 'spotify:track:3UmaczJpikHgJFyBTAJVoz'}",True
130,148099,Aerosmith,5,266,10173,Dude (Looks Like A Lady),Permanent Vacation,14310,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6gQUbFwwdYXlKdmqRoWKJe'}, 'name': 'Dude (Looks Like A Lady)', 'uri': 'spotify:track:6gQUbFwwdYXlKdmqRoWKJe'}",True
131,148165,Limp Bizkit,3,214,8280,Break Stuff,New Old Songs,14314,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5cZqsjVs6MevCnAkasbEOX'}, 'name': 'Break Stuff', 'uri': 'spotify:track:5cZqsjVs6MevCnAkasbEOX'}",True
132,148197,Eminem,4,298,262,Cleanin' Out My Closet,The Eminem Show,14316,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7BMO7O7ImjV8HNTH74Tshv'}, 'name': ""Cleanin' Out My Closet"", 'uri': 'spotify:track:7BMO7O7ImjV8HNTH74Tshv'}",True
133,148203,Eminem,10,290,262,Without Me,The Eminem Show,14316,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C'}, 'name': 'Without Me', 'uri': 'spotify:track:5p7ujcrUXASCNwRaWNHR1C'}",True
134,148205,Eminem,12,340,262,Sing For The Moment,The Eminem Show,14316,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3CpoeW0cZSDzIRv5z34F87'}, 'name': 'Sing For The Moment', 'uri': 'spotify:track:3CpoeW0cZSDzIRv5z34F87'}",True
135,148206,Eminem,13,350,262,Superman,The Eminem Show,14316,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4woTEX1wYOTGDqNXuavlRC'}, 'name': 'Superman', 'uri': 'spotify:track:4woTEX1wYOTGDqNXuavlRC'}",True
136,148209,Eminem,16,269,262,When The Music Stops,The Eminem Show,14316,"{'external_urls': {'spotify': 'https://open.spotify.com/track/73qINA7ccO03wxD8nsJalr'}, 'name': 'When The Music Stops', 'uri': 'spotify:track:73qINA7ccO03wxD8nsJalr'}",True
137,148211,Eminem,18,298,262,'Till I Collapse,The Eminem Show,14316,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS'}, 'name': ""'Till I Collapse"", 'uri': 'spotify:track:4xkOaSrkexMciUUogZKVTS'}",True
138,148254,Nirvana,5,301,169,Smells Like Teen Spirit,Nirvana,14319,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T'}, 'name': 'Smells Like Teen Spirit', 'uri': 'spotify:track:5ghIJDpPoe3CfHMGu71E6T'}",True
139,148325,Aerosmith,7,309,10173,Cryin',Big Ones,14327,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4a9i7rCLfPjbS1sNamZeQN'}, 'name': ""Cryin' Like A Bitch!!"", 'uri': 'spotify:track:4a9i7rCLfPjbS1sNamZeQN'}",True
140,148326,Aerosmith,8,358,10173,Amazing,Big Ones,14327,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0m3Ze0cy8qBHSsV2exAfCw'}, 'name': 'Amazing', 'uri': 'spotify:track:0m3Ze0cy8qBHSsV2exAfCw'}",True
141,148330,Aerosmith,12,316,10173,Crazy,Big Ones,14327,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde'}, 'name': 'Beautiful Crazy', 'uri': 'spotify:track:2rxQMGVafnNaRaXlRMWPde'}",True
142,148332,Aerosmith,14,307,10173,Angel,Big Ones,14327,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7uqcLJFlSYjVPLUz1vPxkY'}, 'name': 'Guardian angel', 'uri': 'spotify:track:7uqcLJFlSYjVPLUz1vPxkY'}",True
143,148337,Nirvana,3,277,169,Jesus Doesn't Want Me For A Sunbeam,MTV Unplugged In New York,14328,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7oBazz4xCO7Ul3MJHhKy0Q'}, 'name': ""Jesus Doesn't Want Me For A Sunbeam"", 'uri': 'spotify:track:7oBazz4xCO7Ul3MJHhKy0Q'}",True
144,148340,Nirvana,6,173,169,Dumb,MTV Unplugged In New York,14328,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY'}, 'name': 'Young Dumb & Broke', 'uri': 'spotify:track:5Z3GHaZ6ec9bsiI5BenrbY'}",True
145,148676,The Who,1,309,75,Baba O'Riley,Who's Next,14351,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3qiyyUfYe7CRYLucrPmulD'}, 'name': ""Baba O'Riley"", 'uri': 'spotify:track:3qiyyUfYe7CRYLucrPmulD'}",True
146,148926,The Who,9,379,75,Who Are You,Who Are You,14370,"{'external_urls': {'spotify': 'https://open.spotify.com/track/23IJ5wLRhEZ9DOuia5mPiZ'}, 'name': 'Who Are You', 'uri': 'spotify:track:23IJ5wLRhEZ9DOuia5mPiZ'}",True
147,149336,Bob Marley &amp; The Wailers,1,350,159,Positive Vibration,Babylon By Bus,14401,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2eHOlLD5glnSYlfWXYGTbd'}, 'name': 'Positive Vibration', 'uri': 'spotify:track:2eHOlLD5glnSYlfWXYGTbd'}",True
148,149812,Daniel Powter,3,236,8920,Bad Day,Daniel Powter,14440,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK'}, 'name': 'Bad Day', 'uri': 'spotify:track:0mUyMawtxj1CJ76kn9gIZK'}",True
149,150037,Live,7,240,825,All Over You,Throwing Copper,14468,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4D2Z8yUlhaDD81ubWpcRdt'}, 'name': 'All Over You', 'uri': 'spotify:track:4D2Z8yUlhaDD81ubWpcRdt'}",True
150,150172,K-Ci &amp; JoJo,11,331,10231,All My Life,Love Always,14476,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE'}, 'name': 'Grinding All My Life', 'uri': 'spotify:track:3R9j8urSPiBbapNbyuSYkE'}",True
151,150297,Etta James,4,199,1821,A Sunday Kind Of Love,At Last!,14484,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0zGLlXbHlrAyBN1x6sY0rb'}, 'name': 'A Sunday Kind Of Love', 'uri': 'spotify:track:0zGLlXbHlrAyBN1x6sY0rb'}",True
152,151084,Marianne Faithfull,7,272,79,So Sad,Dangerous Acquaintances,14543,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7AlqccvNLaEPyDlZUWZFWd'}, 'name': ""i'm so sad"", 'uri': 'spotify:track:7AlqccvNLaEPyDlZUWZFWd'}",True
153,151427,Michael Jackson,10,258,88,One Day In Your Life,Love Songs,14569,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7vtaQNW7QHtQsLeshQlm3D'}, 'name': 'One Day In Your Life', 'uri': 'spotify:track:7vtaQNW7QHtQsLeshQlm3D'}",True
154,151981,Lionel Richie / Diana Ross,1,268,72113,Endless Love,All The Great Hits,14605,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0mqDhUDKwpnDvIFoQYR524'}, 'name': 'Endless Alleluia', 'uri': 'spotify:track:0mqDhUDKwpnDvIFoQYR524'}",True
155,152690,Lionel Richie,4,259,237,All Night Long (All Night),Back To Front,14660,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo'}, 'name': 'You Shook Me All Night Long', 'uri': 'spotify:track:2SiXAy7TuUkycRVbbWDEpo'}",True
156,152691,Commodores,5,257,1333,Easy,Back To Front,14660,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5EYi2rH4LYs6M21ZLOyQTx'}, 'name': 'Loving Is Easy', 'uri': 'spotify:track:5EYi2rH4LYs6M21ZLOyQTx'}",True
157,152692,Commodores,6,226,1333,Still,Back To Front,14660,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0ZN72tCEgbwPXEtj6TPMxK'}, 'name': 'Still Ballin (feat. Wiz Khalifa)', 'uri': 'spotify:track:0ZN72tCEgbwPXEtj6TPMxK'}",True
158,152697,Lionel Richie,11,250,237,Hello,Back To Front,14660,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw'}, 'name': 'Hello', 'uri': 'spotify:track:4sPmO7WMQUAf45kwMOtONw'}",True
159,152700,Lionel Richie,14,190,237,Stuck On You,Back To Front,14660,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0ROwoz82DIW4tOzkxYnSjf'}, 'name': 'Stuck On You', 'uri': 'spotify:track:0ROwoz82DIW4tOzkxYnSjf'}",True
160,157768,Dire Straits,4,253,1486,Six Blade Knife,Dire Straits,15069,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7f8mgCngOGhoRNAmhN6GIo'}, 'name': 'Six Blade Knife', 'uri': 'spotify:track:7f8mgCngOGhoRNAmhN6GIo'}",True
161,157792,Dire Straits,5,509,1486,Why Worry?,Brothers In Arms,15071,"{'external_urls': {'spotify': 'https://open.spotify.com/track/39ShyO1yBCiEoEXHX9ie0F'}, 'name': 'Why Worry', 'uri': 'spotify:track:39ShyO1yBCiEoEXHX9ie0F'}",True
162,157794,Dire Straits,7,279,1486,The Man's Too Strong,Brothers In Arms,15071,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0OevHezRJXNhNeL7SEJbdG'}, 'name': ""The Man's Too Strong"", 'uri': 'spotify:track:0OevHezRJXNhNeL7SEJbdG'}",True
163,157900,Marvin Gaye,3,230,27,Flyin' High (In The Friendly Sky),What's Going On,15079,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3ls1xfWOUYAiUtMdcGzXNu'}, 'name': ""Flyin' High (In The Friendly Sky)"", 'uri': 'spotify:track:3ls1xfWOUYAiUtMdcGzXNu'}",True
164,158073,Nine Inch Nails,5,373,7338,Closer,The Downward Spiral,15093,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw'}, 'name': 'Closer', 'uri': 'spotify:track:7BKLCZ1jbUBVqRi2FVlTVw'}",True
165,158175,ABC,8,318,297,All Of My Heart,The Lexicon Of Love,15102,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5OtbeQksu0wey8lWQ7fYgR'}, 'name': 'All Of My Heart', 'uri': 'spotify:track:5OtbeQksu0wey8lWQ7fYgR'}",True
166,158188,Sting,10,279,71,Shape Of My Heart,Ten Summoner's Tales,15103,"{'external_urls': {'spotify': 'https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D'}, 'name': 'Shape of My Heart', 'uri': 'spotify:track:35o9a4iAfLl5jRmqMX9c1D'}",True
167,158726,Mary J. Blige,3,270,43,Real Love,What's The 411?,15155,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6YDf6QV7QfCEo8O2dbWalK'}, 'name': 'Real Love Baby', 'uri': 'spotify:track:6YDf6QV7QfCEo8O2dbWalK'}",True
168,158761,Papa Roach,2,200,353,Last Resort,Infest,15160,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5W8YXBz9MTIDyrpYaCg2Ky'}, 'name': 'Last Resort', 'uri': 'spotify:track:5W8YXBz9MTIDyrpYaCg2Ky'}",True
169,159914,Tupac,4,238,1439,Ghetto Gospel,Loyal To The Game,15301,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7jLbTp3qZzah9kMIdW8e5M'}, 'name': 'Ghetto Gospel', 'uri': 'spotify:track:7jLbTp3qZzah9kMIdW8e5M'}",True
170,160939,Vangelis,7,234,6309,Theme From Antarctica,Themes,15376,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6NSVAJKZJnEO8DDYBKHHQo'}, 'name': 'Theme From Antarctica - Remastered', 'uri': 'spotify:track:6NSVAJKZJnEO8DDYBKHHQo'}",True
171,160946,Vangelis,14,211,6309,Chariots Of Fire,Themes,15376,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3zmXCcrMKpGho2sTRZG1Ux'}, 'name': 'Chariots Of Fire', 'uri': 'spotify:track:3zmXCcrMKpGho2sTRZG1Ux'}",True
172,161173,The Orb,205,1127,28,A Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld,Adventures Beyond The Ultraworld,15400,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5JN6YQJWXMrwaDt43DNKXw'}, 'name': 'A Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld : Loving You - Aubrey Mix Mk 11 By Jimmy Cauty & Dr. Alex Paterson', 'uri': 'spotify:track:5JN6YQJWXMrwaDt43DNKXw'}",True
173,161518,Bryan Adams,6,225,1428,Only The Strong Survive,Into The Fire,15425,"{'external_urls': {'spotify': 'https://open.spotify.com/track/13xZraivMCbi89lALOn4Rz'}, 'name': ""I'm A G"", 'uri': 'spotify:track:13xZraivMCbi89lALOn4Rz'}",True
174,161883,Smash Mouth,2,186,1447,I'm A Believer,Shrek,15453,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3G7tRC24Uh09Hmp1KZ7LQ2'}, 'name': ""I'm a Believer - 2006 Remaster"", 'uri': 'spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2'}",True
175,162422,The Rasmus,10,197,104,Funeral Song,Dead Letters,15491,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4NK49OnNDP3oJcTGs89XSg'}, 'name': ""Beggar's Song"", 'uri': 'spotify:track:4NK49OnNDP3oJcTGs89XSg'}",True
176,162658,Rob Zombie,9,223,10941,Dragula,"Greatest Hits: Past, Present &amp; Future",15508,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6Nm8h73ycDG2saCnZV8poF'}, 'name': 'Dragula', 'uri': 'spotify:track:6Nm8h73ycDG2saCnZV8poF'}",True
177,163125,Marilyn Manson,11,257,827,User Friendly,Mechanical Animals,15540,"{'external_urls': {'spotify': 'https://open.spotify.com/track/01oiMw6z1XkKnlrXO9eQcR'}, 'name': 'User Friendly', 'uri': 'spotify:track:01oiMw6z1XkKnlrXO9eQcR'}",True
178,163291,Sting,2,286,71,Desert Rose,Brand New Day,15551,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4WhyHQ2BXi2VU1iaFbF6jv'}, 'name': 'Desert Rose', 'uri': 'spotify:track:4WhyHQ2BXi2VU1iaFbF6jv'}",True
179,163378,Bryan Adams,4,213,1428,Summer Of '69,The Best Of Me,15556,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0GONea6G2XdnHWjNZd6zt3'}, 'name': ""Summer Of '69"", 'uri': 'spotify:track:0GONea6G2XdnHWjNZd6zt3'}",True
180,163383,Bryan Adams,9,250,1428,Cloud Number Nine,The Best Of Me,15556,"{'external_urls': {'spotify': 'https://open.spotify.com/track/66ZB6zO1DN6NZHMoQG7f2T'}, 'name': 'Cloud Number Nine', 'uri': 'spotify:track:66ZB6zO1DN6NZHMoQG7f2T'}",True
181,163384,Bryan Adams,10,394,1428,(Everything I Do) I Do It For You,The Best Of Me,15556,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6eBK3edMW7bEzecF1eCezc'}, 'name': '(Everything I Do) I Do It For You', 'uri': 'spotify:track:6eBK3edMW7bEzecF1eCezc'}",True
182,163387,Bryan Adams,13,353,1428,Please Forgive Me,The Best Of Me,15556,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1HDaENkQhUMm16pjdxZvHn'}, 'name': 'Please Forgive Me', 'uri': 'spotify:track:1HDaENkQhUMm16pjdxZvHn'}",True
183,163434,Enrique Iglesias,1,211,1455,Rhythm Divine,Enrique,15560,"{'external_urls': {'spotify': 'https://open.spotify.com/track/067sYyLu6IdRP5bCubdSfl'}, 'name': 'Rhythm Divine', 'uri': 'spotify:track:067sYyLu6IdRP5bCubdSfl'}",True
184,163436,Enrique Iglesias,3,264,1455,I Have Always Loved You,Enrique,15560,"{'external_urls': {'spotify': 'https://open.spotify.com/track/27n2gNA1uQ55wFxSXTshoU'}, 'name': 'Have I Always Loved You?', 'uri': 'spotify:track:27n2gNA1uQ55wFxSXTshoU'}",True
185,163443,Enrique Iglesias,10,212,1455,Bailamos,Enrique,15560,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2bbeNsFmjZqdoDhjLsKNWe'}, 'name': 'Bailamos - From ""Wild Wild West""', 'uri': 'spotify:track:2bbeNsFmjZqdoDhjLsKNWe'}",True
186,164161,Sting,3,266,71,Englishman In New York,The Very Best Of Sting And The Police,15606,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4KFM3A5QF2IMcc6nHsu3Wp'}, 'name': 'Englishman In New York', 'uri': 'spotify:track:4KFM3A5QF2IMcc6nHsu3Wp'}",True
187,164168,The Police,10,247,1480,"De Do Do Do, De Da Da Da",The Very Best Of Sting And The Police,15606,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0yJvWbn8xQKiDZ84VN5lQG'}, 'name': 'De Do Do Do, De Da Da Da', 'uri': 'spotify:track:0yJvWbn8xQKiDZ84VN5lQG'}",True
188,164187,Nicole Kidman / Ewan McGregor,11,287,74186,Come What May,Moulin Rouge I &amp; II,15607,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5NeIONQWJ25uPylJBJiO4c'}, 'name': 'Through Glass', 'uri': 'spotify:track:5NeIONQWJ25uPylJBJiO4c'}",True
